0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.599999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.932000000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.230000000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.850000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.750000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.750000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00
3.750000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
3.750000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+01,0.000000000000000000e+00
5.599999999999999645e+00,1.500000000000000000e+01,0.000000000000000000e+00
1.932000000000000028e+01,1.500000000000000000e+01,0.000000000000000000e+00
2.230000000000000071e+01,1.500000000000000000e+01,0.000000000000000000e+00
2.850000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00
5.599999999999999645e+00,1.000000000000000000e+01,0.000000000000000000e+00
1.932000000000000028e+01,1.000000000000000000e+01,0.000000000000000000e+00
2.230000000000000071e+01,1.000000000000000000e+01,0.000000000000000000e+00
2.850000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
2.850000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00
2.230000000000000071e+01,5.000000000000000000e+00,0.000000000000000000e+00
1.932000000000000028e+01,5.000000000000000000e+00,0.000000000000000000e+00
5.599999999999999645e+00,5.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-7.500000000000000000e+00
5.599999999999999645e+00,0.000000000000000000e+00,-7.500000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00,-7.500000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+01,-7.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+01,-7.500000000000000000e+00
5.599999999999999645e+00,1.500000000000000000e+01,-7.500000000000000000e+00
5.599999999999999645e+00,5.000000000000000000e+00,-7.500000000000000000e+00
5.599999999999999645e+00,1.000000000000000000e+01,-7.500000000000000000e+00
3.200000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00
3.200000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
5.599999999999999645e+00,1.000000000000000000e+01,-1.269999999999999929e+01
1.932000000000000028e+01,1.000000000000000000e+01,-1.269999999999999929e+01
2.230000000000000071e+01,1.000000000000000000e+01,-1.269999999999999929e+01
2.850000000000000000e+01,1.000000000000000000e+01,-1.269999999999999929e+01
3.200000000000000000e+01,1.000000000000000000e+01,-1.269999999999999929e+01
2.850000000000000000e+01,5.000000000000000000e+00,-1.269999999999999929e+01
2.230000000000000071e+01,5.000000000000000000e+00,-1.269999999999999929e+01
1.932000000000000028e+01,5.000000000000000000e+00,-1.269999999999999929e+01
5.599999999999999645e+00,5.000000000000000000e+00,-1.269999999999999929e+01
3.200000000000000000e+01,5.000000000000000000e+00,-1.269999999999999929e+01
2.230000000000000071e+01,0.000000000000000000e+00,-1.269999999999999929e+01
